,make,model,ramat_gimur,fieldyear,fielddoors,fieldsitting,fieldprice,fieldgroupy,fieldcontinous_value,fieldguarantee,fieldlaunch,fieldignition,fieldgearbox,fieldgear,fieldengine,fieldpiston,fieldcapacity,fieldpower,fieldloops,fieldmoment,fieldloopmoment,fieldacceleration,fieldspeed,fieldurban_consumption,fieldintercity_consumption,fieldconsumption,fieldelectricity_use,fieldbattery_capacity,fieldelectric_range,fieldhome_charging_time,fieldfast_charging_time,fieldpollution,fieldbreaking,fieldbrake,fieldairbag,fieldstability,fieldcenairbag,fieldizofix,fieldpressure_sensor,fieldbelt_warning,fieldautonomous_braking,fieldpedestrian_identification,fieldtwo_wheeler_identification,fieldadaptive_cruise_control,fieldlane_assist,fieldblind_spot,fieldrear_traffic,fieldrear_traffic_braking,fieldalert_fatigue,fieldhigh_beam_assist,fieldtraffic_sign_recognition,fieldcrossing_warning_open_door,fieldchild_rear_seat,fieldadditional_safety_equipment,fieldlength,fieldwidth,fieldheight,fieldwheel,fieldcargo,fieldchaircargo,fieldselfweight,fieldtowing_without_brakes,fieldtowing_with_brakes,fieldtire,fieldfuel,fieldaudio,fieldbluetooth,fielddisc_changer,fieldtouch_screen,fieldscreen_size,fieldgps,fieldaudio_connections,fieldconnectivity,fieldwireless_charging,fieldseat_screens,fieldwindows,fieldairconditioning,fieldsunroof,fieldhook,fieldrowing,fieldupholstery,fieldautochair,fieldhotchair,fieldmassage_seats,fieldlight,fieldfog,fieldrain,fielddark,fieldparking_sensors,fieldparking_camers,fieldautomatic_parking,fieldcomputer,fielddigital_cluster,fieldhead_up_display,fieldwithout_key,fieldfolding_mirrors,fieldinside_mirror,fieldleather,fieldheated_steering_wheel,fieldpaddle_shifters,fielddriving_mode,fieldstop_start,fieldelectric_handbrake,fieldambient_light,fieldhill_assist,fieldsuspension_dampers,fieldelectric_tailgate,fieldmore_equ,fieldprice_equ
24,הונדה,HR-V,Executive,2017.0,5.0,5,--,5.0,--,--,2014.0,קדמית,אוטומטית - רציפה,--,בנזין,4.0,1498.0,131.0,6600.0,15.8,4600.0,11.4,187,15.9,20.8,18.5,--,--,--,--,--,3,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,אין,התרעה בלבד,אין,אין,אין,אין,יש,יש,אין,אין,--,429.4,177.2,160.5,261.0,393.0,1456,1320.0,500,1000,215/55R17,50.0,מקורית + שליטה מההגה,יש,אין,יש,--,יש,USB + AUX,אין,אין,אין,4.0,בקרת אקלים מפוצלת,גג שמש פנוראמי,יש,יש,בד משולב עור,אין,מלפנים,אין,LED,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,אין,אין,כניסה + הנעה,יש,אין,יש,אין,יש,אין,יש,יש + Auto Hold,אין,אין,רגילים,אין,מסילות גג,מדרגות צד
25,הונדה,HR-V,Elegance,2021.0,5.0,5,--,3.0,3594,--,2014.0,קדמית,אוטומטית - רציפה,--,בנזין,4.0,1498.0,130.0,6600.0,15.8,4600.0,11.2,187,--,--,14.9,--,--,--,--,--,7,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,יש,אין,אין,התרעה בלבד,אין,אין,אין,אין,יש,יש,אין,אין,--,433.5,177.2,160.5,261.0,393.0,1456,1251.0,650,1000,215/60R16,50.0,מקורית + שליטה מההגה,יש,אין,יש,7,אין,USB + AUX,אין,אין,אין,4.0,בקרת אקלים מפוצלת,אין,יש,יש,בד,אין,אין,אין,LED,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,אין,אין,אין,יש,אין,יש,אין,יש,אין,יש,יש + Auto Hold,אין,אין,רגילים,אין,"חלונות כהים מאחור, משענת יד אחורית",--
26,הונדה,HR-V,Executive,2020.0,5.0,5,--,5.0,4018,--,2014.0,קדמית,אוטומטית - רציפה,--,בנזין,4.0,1498.0,130.0,6600.0,15.8,4600.0,11.4,187,15.8,21.2,18.5,--,--,--,--,--,7,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,יש,אין,אין,התרעה בלבד,אין,אין,אין,אין,יש,יש,אין,אין,--,434.6,179.0,160.5,261.0,393.0,1456,1251.0,650,1000,225/50R18,50.0,מקורית + שליטה מההגה,יש,אין,יש,7,אין,USB + AUX,אין,אין,אין,4.0,בקרת אקלים מפוצלת,גג שמש פנוראמי,יש,יש,בד משולב עור,אין,אין,אין,LED,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,אין,אין,כניסה + הנעה,יש,מראות פנים,יש,אין,יש,אין,יש,יש + Auto Hold,אין,אין,רגילים,אין,"חלונות כהים מאחור, משענת יד אחורית, מסילות גג",--
27,הונדה,HR-V,Comfort,2017.0,5.0,5,--,3.0,--,--,2014.0,קדמית,אוטומטית - רציפה,--,בנזין,4.0,1498.0,131.0,6600.0,15.8,4600.0,10.8,187,16.4,21.7,19.2,--,--,--,--,--,3,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,429.4,177.2,160.5,261.0,431.0,1533,1249.0,500,1000,215/60R16,50.0,מקורית + שליטה מההגה,יש,אין,יש,--,יש,USB + AUX,אין,אין,אין,4.0,בקרת אקלים,אין,יש,יש,בד,אין,מלפנים,אין,רגילים,אופציונלי,אין,יש,אין,אין,אין,יש,אין,אין,אין,יש,אין,אין,אין,אין,אין,יש,יש + Auto Hold,אין,אין,רגילים,אין,--,"חיישני חניה אחוריים וקדמיים, מדרגות צד, מסילות גג"
28,הונדה,HR-V,Comfort,2018.0,5.0,5,--,3.0,--,--,2014.0,קדמית,אוטומטית - רציפה,--,בנזין,4.0,1498.0,131.0,6600.0,15.8,4600.0,10.8,187,16.4,21.7,19.2,--,--,--,--,--,3,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,429.4,177.2,160.5,261.0,431.0,1533,1249.0,500,1000,215/60R16,50.0,מקורית + שליטה מההגה,יש,אין,יש,--,יש,USB + AUX,אין,אין,אין,4.0,בקרת אקלים,אין,יש,יש,בד,אין,מלפנים,אין,רגילים,אופציונלי,אין,יש,אין,אין,אין,יש,אין,אין,אין,יש,אין,אין,אין,אין,אין,יש,יש + Auto Hold,אין,אין,רגילים,אין,--,"חיישני חניה אחוריים וקדמיים, מדרגות צד, מסילות גג"
29,הונדה,HR-V,Executive,2019.0,5.0,5,--,5.0,--,--,2014.0,קדמית,אוטומטית - רציפה,--,בנזין,4.0,1498.0,130.0,6600.0,15.8,4600.0,11.4,187,15.8,21.2,18.5,--,--,--,--,--,7,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,אין,התרעה בלבד,אין,אין,אין,אין,יש,יש,אין,אין,--,433.5,177.2,160.5,261.0,431.0,1456,1324.0,650,1000,215/55R17,50.0,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,אין,אין,אין,4.0,בקרת אקלים מפוצלת,גג שמש פנוראמי,יש,יש,בד משולב עור,אין,אין,אין,LED,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,אין,אין,כניסה + הנעה,יש,אין,יש,אין,יש,אין,יש,יש + Auto Hold,אין,אין,רגילים,אין,"חלונות כהים מאחור, משענת יד אחורית, מסילות גג",--
30,הונדה,HR-V,Executive,2016.0,5.0,5,--,5.0,--,--,2014.0,קדמית,אוטומטית - רציפה,--,בנזין,4.0,1498.0,131.0,6600.0,15.8,4600.0,11.4,187,15.9,20.8,18.5,--,--,--,--,--,3,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,אין,התרעה בלבד,אין,אין,אין,אין,יש,יש,אין,אין,--,429.4,177.2,160.5,261.0,393.0,1456,1320.0,500,1000,215/55R17,50.0,מקורית + שליטה מההגה,יש,אין,יש,--,יש,USB + AUX,אין,אין,אין,4.0,בקרת אקלים מפוצלת,גג שמש פנוראמי,יש,יש,בד משולב עור,אין,מלפנים,אין,LED,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,אין,אין,כניסה + הנעה,יש,אין,יש,אין,יש,אין,יש,יש + Auto Hold,אין,אין,רגילים,אין,מסילות גג,מדרגות צד
31,הונדה,HR-V,Elegance,2019.0,5.0,5,--,3.0,--,--,2014.0,קדמית,אוטומטית - רציפה,--,בנזין,4.0,1498.0,130.0,6600.0,15.8,4600.0,11.2,187,15.8,21.2,19.2,--,--,--,--,--,6,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,אין,התרעה בלבד,אין,אין,אין,אין,יש,יש,אין,אין,--,433.5,177.2,160.5,261.0,470.0,1456,1249.0,650,1000,215/60R16,50.0,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,אין,אין,אין,4.0,בקרת אקלים מפוצלת,אין,יש,יש,בד,אין,אין,אין,רגילים,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,אין,אין,אין,יש,אין,יש,אין,אין,אין,יש,יש + Auto Hold,אין,אין,רגילים,אין,"חלונות כהים מאחור, משענת יד אחורית",--
32,הונדה,HR-V,Executive,2018.0,5.0,5,--,5.0,--,--,2014.0,קדמית,אוטומטית - רציפה,--,בנזין,4.0,1498.0,131.0,6600.0,15.8,4600.0,11.4,187,15.9,20.8,18.5,--,--,--,--,--,3,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,אין,התרעה בלבד,אין,אין,אין,אין,יש,יש,אין,אין,--,429.4,177.2,160.5,261.0,393.0,1456,1320.0,500,1000,215/55R17,50.0,מקורית + שליטה מההגה,יש,אין,יש,--,יש,USB + AUX,אין,אין,אין,4.0,בקרת אקלים מפוצלת,גג שמש פנוראמי,יש,יש,בד משולב עור,אין,מלפנים,אין,LED,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,אין,אין,כניסה + הנעה,יש,אין,יש,אין,יש,אין,יש,יש + Auto Hold,אין,אין,רגילים,אין,מסילות גג,מדרגות צד
33,הונדה,אינסייט,Elegance,2010.0,5.0,5,--,4.0,--,--,2008.0,קדמית,אוטומטית - רציפה,6,היברידי (בנזין),4.0,1339.0,98.0,5800.0,17.0,1300.0,12.5,184,20.5,24.1,21.8,--,--,--,--,--,2,0,ABS + EBD + BAS,6.0,יש,יש,יש,אין,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,439.5,169.5,142.5,255.0,400.0,1017,1204.0,0.0,0.0,185/55R16,40.0,מקורית + שליטה מההגה,אין,אין,אין,--,אין,USB + AUX,אין,אין,אין,4.0,בקרת אקלים,אין,יש,יש,בד,אין,אין,אין,רגילים,יש,יש,יש,אין,אין,אין,יש,אין,אין,אין,יש,אין,יש,אין,יש,אין,אין,אין,אין,אין,רגילים,אין,--,--
34,הונדה,אינסייט,Comfort,2012.0,5.0,5,--,3.0,--,--,2008.0,קדמית,אוטומטית - רציפה,6,היברידי (בנזין),4.0,1339.0,98.0,5800.0,17.0,1000.0,12.5,184,23,25,24.3,--,--,--,--,--,2,0,ABS + EBD + BAS,6.0,יש,יש,יש,אין,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,439.5,169.5,143.5,255.0,408.0,1017,1220.0,0.0,0.0,185/65R15,40.0,מקורית + שליטה מההגה,אין,אין,אין,--,אין,USB + AUX,אין,אין,אין,4.0,בקרת אקלים,אין,יש,יש,בד,אין,אין,אין,רגילים,אופציונלי,אין,אין,אין,אין,אין,יש,אין,אין,אין,יש,אין,יש,אין,אין,אין,אין,אין,אין,אין,רגילים,אין,--,--
35,הונדה,אינסייט,Comfort,2011.0,5.0,5,--,3.0,--,--,2008.0,קדמית,אוטומטית - רציפה,6,היברידי (בנזין),4.0,1339.0,98.0,5800.0,17.0,1300.0,12.5,184,20.5,24.1,21.8,--,--,--,--,--,2,0,ABS + EBD + BAS,6.0,יש,יש,יש,אין,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,439.5,169.5,142.5,255.0,400.0,1017,1204.0,0.0,0.0,175/65R15,40.0,מקורית + שליטה מההגה,אין,אין,אין,--,אין,AUX,אין,אין,אין,4.0,בקרת אקלים,אין,יש,ללא,בד,אין,אין,אין,רגילים,אופציונלי,אין,אין,אין,אין,אין,יש,אין,אין,אין,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,רגילים,אין,--,--
36,הונדה,אינסייט,Elegance,2009.0,5.0,5,--,4.0,--,--,2008.0,קדמית,אוטומטית - רציפה,6,היברידי (בנזין),4.0,1339.0,98.0,5800.0,17.0,1300.0,12.5,184,20.5,24.1,21.8,--,--,--,--,--,2,0,ABS + EBD + BAS,6.0,יש,יש,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,439.5,169.5,142.5,255.0,400.0,1017,1204.0,0.0,0.0,185/55R16,40.0,מקורית + שליטה מההגה,אין,אין,אין,--,אין,USB + AUX,אין,אין,אין,4.0,בקרת אקלים,אין,יש,יש,בד,אין,אין,אין,רגילים,יש,יש,יש,אין,אין,אין,יש,אין,אין,אין,יש,אין,יש,אין,יש,אין,אין,אין,אין,אין,רגילים,אין,--,--
37,הונדה,אינסייט,Comfort,2013.0,5.0,5,--,3.0,--,--,2008.0,קדמית,אוטומטית - רציפה,6,היברידי (בנזין),4.0,1339.0,98.0,5800.0,17.0,1000.0,12.5,184,23,25,24.3,--,--,--,--,--,2,0,ABS + EBD + BAS,6.0,יש,יש,יש,אין,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,439.5,169.5,143.5,255.0,408.0,1017,1220.0,0.0,0.0,185/65R15,40.0,מקורית + שליטה מההגה,אין,אין,אין,--,אין,USB + AUX,אין,אין,אין,4.0,בקרת אקלים,אין,יש,יש,בד,אין,אין,אין,רגילים,אופציונלי,אין,אין,אין,אין,אין,יש,אין,אין,אין,יש,אין,יש,אין,אין,אין,אין,אין,אין,אין,רגילים,אין,--,--
38,הונדה,אינסייט,Comfort,2009.0,5.0,5,--,3.0,--,--,2008.0,קדמית,אוטומטית - רציפה,6,היברידי (בנזין),4.0,1339.0,98.0,5800.0,17.0,1300.0,12.5,184,20.5,24.1,21.8,--,--,--,--,--,2,0,ABS + EBD + BAS,6.0,יש,יש,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,439.5,169.5,142.5,255.0,400.0,1017,1204.0,0.0,0.0,175/65R15,40.0,מקורית + שליטה מההגה,אין,אין,אין,--,אין,AUX,אין,אין,אין,4.0,בקרת אקלים,אין,יש,ללא,בד,אין,אין,אין,רגילים,אופציונלי,אין,אין,אין,אין,אין,יש,אין,אין,אין,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,רגילים,אין,--,--
39,הונדה,אינסייט,Comfort,2010.0,5.0,5,--,3.0,--,--,2008.0,קדמית,אוטומטית - רציפה,6,היברידי (בנזין),4.0,1339.0,98.0,5800.0,17.0,1300.0,12.5,184,20.5,24.1,21.8,--,--,--,--,--,2,0,ABS + EBD + BAS,6.0,יש,יש,יש,אין,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,439.5,169.5,142.5,255.0,400.0,1017,1204.0,0.0,0.0,175/65R15,40.0,מקורית + שליטה מההגה,אין,אין,אין,--,אין,AUX,אין,אין,אין,4.0,בקרת אקלים,אין,יש,ללא,בד,אין,אין,אין,רגילים,אופציונלי,אין,אין,אין,אין,אין,יש,אין,אין,אין,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,רגילים,אין,--,--
40,הונדה,אינסייט,Comfort,2014.0,5.0,5,--,3.0,--,--,2008.0,קדמית,אוטומטית - רציפה,--,היברידי (בנזין),4.0,1339.0,98.0,5800.0,17.0,1000.0,12.5,182,23,25,24.3,--,--,--,--,--,4,0,ABS + EBD + BAS,6.0,יש,יש,יש,אין,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,439.5,169.5,143.5,255.0,408.0,584,1220.0,0.0,0.0,185/65R15,40.0,מקורית + שליטה מההגה,אין,אין,אין,--,אין,USB + AUX,אין,אין,אין,4.0,בקרת אקלים,אין,יש,יש,בד,אין,אין,אין,רגילים,אופציונלי,אין,אין,אין,אין,אין,יש,אין,אין,אין,יש,אין,יש,אין,אין,אין,אין,אין,אין,אין,רגילים,אין,--,--
41,הונדה,אינסייט,Comfort,2014.0,5.0,5,--,3.0,--,--,2008.0,קדמית,אוטומטית - רציפה,--,היברידי (בנזין),4.0,1339.0,98.0,5800.0,17.0,1000.0,12.5,182,23,25,24.3,--,--,--,--,--,4,0,ABS + EBD + BAS,6.0,יש,יש,יש,אין,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,439.5,169.5,143.5,255.0,408.0,584,1220.0,0.0,0.0,185/65R15,40.0,מקורית + שליטה מההגה,אין,אין,אין,--,אין,USB + AUX,אין,אין,אין,4.0,בקרת אקלים,אין,יש,יש,בד,אין,אין,אין,רגילים,אופציונלי,אין,אין,אין,אין,אין,יש,אין,אין,אין,יש,אין,יש,אין,אין,אין,אין,אין,אין,אין,רגילים,אין,--,--
42,הונדה,אקורד_סטיישן,Executive,2009.0,5.0,5,--,6.0,--,--,2008.0,קדמית,אוטומטית - טיפטרוניק,5,בנזין,4.0,2354.0,200.0,7000.0,23.4,4200.0,9.5,227,--,--,11.6,--,--,--,--,--,13,0,ABS + EBD,6.0,יש,יש,יש,אין,--,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,474.0,184.0,144.0,270.5,406.0,--,1565.0,--,--,225/50R17,65.0,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4.0,בקרת אקלים + פתחי איוורור מאחור,יש,יש,יש,עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,יש,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,--
43,הונדה,אקורד_סטיישן,Executive,2010.0,5.0,5,--,6.0,--,--,2008.0,קדמית,אוטומטית - טיפטרוניק,5,בנזין,4.0,2354.0,200.0,7000.0,23.4,4200.0,9.5,227,--,--,11.6,--,--,--,--,--,13,0,ABS + EBD,6.0,יש,יש,יש,אין,--,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,474.0,184.0,144.0,270.5,406.0,--,1565.0,--,--,225/50R17,65.0,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4.0,בקרת אקלים + פתחי איוורור מאחור,יש,יש,יש,עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,יש,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,--
44,הונדה,אקורד_סטיישן,Executive,2010.0,5.0,5,--,6.0,--,--,2008.0,קדמית,אוטומטית - טיפטרוניק,5,בנזין,4.0,1997.0,156.0,6300.0,19.6,4100.0,10.6,214,--,--,13.4,--,--,--,--,--,10,0,ABS + EBD,6.0,יש,יש,יש,אין,--,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,474.0,184.0,144.0,270.5,406.0,--,1525.0,--,--,225/50R17,65.0,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4.0,בקרת אקלים + פתחי איוורור מאחור,יש,יש,יש,בד,אין,אין,--,קסנון,יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,יש,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,--
45,הונדה,אקורד_סטיישן,Executive,2011.0,5.0,5,--,6.0,--,--,2008.0,קדמית,אוטומטית - טיפטרוניק,5,בנזין,4.0,2354.0,200.0,7000.0,23.4,4200.0,9.5,227,--,--,11.6,--,--,--,--,--,13,0,ABS + EBD,6.0,יש,יש,יש,אין,--,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,474.0,184.0,144.0,270.5,406.0,--,1565.0,--,--,225/50R17,65.0,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4.0,בקרת אקלים + פתחי איוורור מאחור,יש,יש,יש,עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,יש,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,--
46,הונדה,אקורד_סטיישן,Executive,2009.0,5.0,5,--,6.0,--,שלוש שנים,2008.0,קדמית,אוטומטית - טיפטרוניק,5,בנזין,4.0,1997.0,156.0,6300.0,19.6,4100.0,10.6,214,--,--,13.4,--,--,--,--,--,10,0,ABS + EBD,6.0,יש,יש,יש,אין,--,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,474.0,184.0,144.0,270.5,406.0,--,1525.0,--,--,225/50R17,65.0,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4.0,בקרת אקלים + פתחי איוורור מאחור,יש,יש,יש,בד,אין,אין,--,קסנון,יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,יש,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,--
47,הונדה,אקורד_סטיישן,Executive,2011.0,5.0,5,--,6.0,--,--,2008.0,קדמית,אוטומטית - טיפטרוניק,5,בנזין,4.0,1997.0,156.0,6300.0,19.6,4100.0,10.6,214,--,--,13.4,--,--,--,--,--,10,0,ABS + EBD,6.0,יש,יש,יש,אין,--,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,474.0,184.0,144.0,270.5,406.0,--,1525.0,--,--,225/50R17,65.0,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4.0,בקרת אקלים + פתחי איוורור מאחור,יש,יש,יש,בד,אין,אין,--,קסנון,יש,יש,יש,אחוריים,אין,אין,יש,--,--,אין,יש,אופציונלי,אין,--,--,--,--,--,--,--,--,--,--,--
48,הונדה,אודיסיי,,2015.0,5.0,8,--,7.0,--,--,2011.0,קדמית,אוטומטית,6,בנזין,6.0,3471.0,248.0,5700.0,34.5,4800.0,--,--,8.1,11.9,9.3,--,--,--,--,--,--,אין ציון,ABS + EBD + BAS,8.0,יש,יש,יש,יש,יש,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,515.4,201.2,173.7,300.0,1087.0,2636,2053.0,--,--,235/65R17,80.0,מקורית + שליטה מההגה,יש,אין,יש,--,יש,כונן קשיח + USB+ AUX,--,--,אופציונלי,4.0,בקרת אקלים מפוצלת,יש,אין,יש,עור,יש  - כוונון מלא,מלפנים,--,רגילים,אין,אין,אין,אין,אחורית,אין,יש,--,--,כניסה + הנעה,אין,מראות פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--
49,הונדה,אודיסיי,,2015.0,5.0,8,--,6.0,--,--,2011.0,קדמית,אוטומטית,6,בנזין,6.0,3471.0,248.0,5700.0,34.5,4800.0,--,--,8.1,11.9,9.3,--,--,--,--,--,--,אין ציון,ABS + EBD + BAS,8.0,יש,יש,יש,יש,יש,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,515.4,201.2,173.7,300.0,1087.0,2636,2028.0,--,--,235/65R17,80.0,מקורית + שליטה מההגה,יש,אין,יש,--,יש,USB + AUX,--,--,אין,4.0,בקרת אקלים מפוצלת,אין,אין,יש,בד,יש  - כוונון מלא,אין,--,רגילים,אין,אין,אין,אין,אחורית,אין,יש,--,--,כניסה + הנעה,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--
