,make,model,ramat_gimur,fieldyear,fielddoors,fieldsitting,fieldprice,fieldgroupy,fieldcontinous_value,fieldguarantee,fieldlaunch,fieldignition,fieldgearbox,fieldgear,fieldengine,fieldpiston,fieldcapacity,fieldpower,fieldloops,fieldmoment,fieldloopmoment,fieldacceleration,fieldspeed,fieldurban_consumption,fieldintercity_consumption,fieldconsumption,fieldelectricity_use,fieldbattery_capacity,fieldelectric_range,fieldhome_charging_time,fieldfast_charging_time,fieldpollution,fieldbreaking,fieldbrake,fieldairbag,fieldstability,fieldcenairbag,fieldizofix,fieldpressure_sensor,fieldbelt_warning,fieldautonomous_braking,fieldpedestrian_identification,fieldtwo_wheeler_identification,fieldadaptive_cruise_control,fieldlane_assist,fieldblind_spot,fieldrear_traffic,fieldrear_traffic_braking,fieldalert_fatigue,fieldhigh_beam_assist,fieldtraffic_sign_recognition,fieldcrossing_warning_open_door,fieldchild_rear_seat,fieldadditional_safety_equipment,fieldlength,fieldwidth,fieldheight,fieldwheel,fieldcargo,fieldchaircargo,fieldselfweight,fieldtowing_without_brakes,fieldtowing_with_brakes,fieldtire,fieldfuel,fieldaudio,fieldbluetooth,fielddisc_changer,fieldtouch_screen,fieldscreen_size,fieldgps,fieldaudio_connections,fieldconnectivity,fieldwireless_charging,fieldseat_screens,fieldwindows,fieldairconditioning,fieldsunroof,fieldhook,fieldrowing,fieldupholstery,fieldautochair,fieldhotchair,fieldmassage_seats,fieldlight,fieldfog,fieldrain,fielddark,fieldparking_sensors,fieldparking_camers,fieldautomatic_parking,fieldcomputer,fielddigital_cluster,fieldhead_up_display,fieldwithout_key,fieldfolding_mirrors,fieldinside_mirror,fieldleather,fieldheated_steering_wheel,fieldpaddle_shifters,fielddriving_mode,fieldstop_start,fieldelectric_handbrake,fieldambient_light,fieldhill_assist,fieldsuspension_dampers,fieldelectric_tailgate,fieldmore_equ,fieldprice_equ
50,הונדה,ג'אז_היברידית,Executive,2022.0,5.0,5,"139,900",3.0,2970,שלוש שנים,2019.0,קדמית,תמסורת ישירה,--,היברידי (בנזין),4.0,1498.0,109.0,5500.0,25.8,4500.0,9.5,175,--,--,21.7,--,--,--,--,--,2,0,ABS + EBD + BAS,10.0,יש,יש,יש,יש,יש,יש,יש,יש,יש,היגוי אקטיבי,התרעה בלבד,יש,אין,אין,יש,יש,אין,אין,כולל כרית אוויר מרכזית בין המושבים הקדמיים,404.4,169.4,152.6,251.7,304.0,1205,1304.0,0.0,0.0,185/55R16,40.0,מקורית + שליטה מההגה,יש,אין,יש,9,אין,USB,Android Auto + Apple CarPlay אלחוטי,אין,אין,4.0,בקרת אקלים,אין,יש,כולל שמירת מרחק,בד משולב עור,אין,מלפנים,אין,LED,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,יש,אין,כניסה + הנעה,יש,אין,יש,יש,אין,אין,יש,יש + Auto Hold,אין,אין,רגילים,אין,"שקע USB נוסף ו-2 מאחור, חלונות אחוריים כהים, מראות צד מחוממות, חיפוי כרום למראות הצד, ערכת תיקון תקר",--
51,הונדה,ג'אז_היברידית,Comfort,2022.0,5.0,5,"125,900",2.0,2623,שלוש שנים,2019.0,קדמית,תמסורת ישירה,--,היברידי (בנזין),4.0,1498.0,109.0,5500.0,25.8,4500.0,9.4,175,--,--,22.2,--,--,--,--,--,2,0,ABS + EBD + BAS,10.0,יש,יש,יש,יש,יש,יש,יש,יש,יש,היגוי אקטיבי,אין,אין,אין,אין,יש,יש,אין,אין,כולל כרית אוויר מרכזית בין המושבים הקדמיים,404.4,169.4,152.6,251.7,304.0,1205,1228.0,0.0,0.0,185/60R15,40.0,מקורית + שליטה מההגה,יש,אין,יש,5,אין,USB,אין,אין,אין,4.0,בקרת אקלים,אין,אין,כולל שמירת מרחק,בד,אין,מלפנים,אין,LED,אין,יש,יש,אין,אחורית,אין,יש,יש,אין,הנעה בלבד,אין,אין,אין,אין,אין,אין,יש,יש + Auto Hold,אין,אין,רגילים,אין,"מראות צד מחוממות, ערכת תיקון תקר",--
52,הונדה,ג'אז_היברידית,Elegance,2022.0,5.0,5,"132,900",3.0,2796,שלוש שנים,2019.0,קדמית,תמסורת ישירה,--,היברידי (בנזין),4.0,1498.0,109.0,5500.0,25.8,4500.0,9.4,175,--,--,22.2,--,--,--,--,--,2,0,ABS + EBD + BAS,10.0,יש,יש,יש,יש,יש,יש,יש,יש,יש,היגוי אקטיבי,אין,אין,אין,אין,יש,יש,אין,אין,כולל כרית אוויר מרכזית בין המושבים הקדמיים,404.4,169.4,152.6,251.7,304.0,1205,1228.0,0.0,0.0,185/60R15,40.0,מקורית + שליטה מההגה,יש,אין,יש,9,אין,USB,Android Auto + Apple CarPlay אלחוטי,אין,אין,4.0,בקרת אקלים,אין,יש,כולל שמירת מרחק,בד משולב עור,אין,מלפנים,אין,LED,אין,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,יש,אין,הנעה בלבד,יש,אין,אין,אין,אין,אין,יש,יש + Auto Hold,אין,אין,רגילים,אין,"שקע USB נוסף, מראות צד מחוממות, ערכת תיקון תקר",--
53,הונדה,סיוויק_TYPE-R,,2020.0,5.0,5,--,6.0,6694,--,2015.0,קדמית,ידנית,6,טורבו בנזין,4.0,1966.0,319.0,6500.0,40.8,2500.0,5.8,272,10.2,16.1,12.9,--,--,--,--,--,14,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,יש,היגוי אקטיבי,אין,אין,אין,אין,יש,יש,אין,אין,--,455.7,187.7,143.4,269.9,428.0,--,1380.0,0.0,0.0,245/30R20,46.0,מקורית + שליטה מההגה,יש,אין,יש,7,אין,USB,אין,אין,אין,4.0,בקרת אקלים,אין,יש,כולל שמירת מרחק,בד,אין,אין,אין,LED,יש,יש,יש,אין,אחורית,אין,יש,אין,אין,כניסה + הנעה,אין,אין,הגה בלבד,אין,אין,יש,יש,יש + Auto Hold,אין,אין,אדפטיביים,אין,"מערכת עזר לזינוק בעליה, מושבי ספורט, ספוילר אחורי",--
54,הונדה,סיוויק_TYPE-R,,2018.0,5.0,5,--,6.0,--,--,2015.0,קדמית,ידנית,6,טורבו בנזין,4.0,1966.0,319.0,6500.0,40.8,2500.0,5.8,272,10.2,16.1,12.9,--,--,--,--,--,14,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,יש,היגוי אקטיבי,אין,אין,אין,אין,יש,יש,אין,אין,--,455.7,187.7,143.4,269.9,428.0,--,1380.0,0.0,0.0,245/30R20,46.0,מקורית + שליטה מההגה,יש,אין,יש,7,אין,USB,אין,אין,אין,4.0,בקרת אקלים,אין,יש,כולל שמירת מרחק,בד,אין,אין,אין,LED,יש,יש,יש,אין,אחורית,אין,יש,אין,אין,כניסה + הנעה,אין,אין,הגה בלבד,אין,אין,יש,יש,יש + Auto Hold,אין,אין,אדפטיביים,אין,"מערכת עזר לזינוק בעליה, מושבי ספורט, ספוילר אחורי",--
55,הונדה,סיוויק_TYPE-R,,2019.0,5.0,5,--,6.0,--,--,2015.0,קדמית,ידנית,6,טורבו בנזין,4.0,1966.0,319.0,6500.0,40.8,2500.0,5.8,272,10.2,16.1,12.9,--,--,--,--,--,14,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,יש,היגוי אקטיבי,אין,אין,אין,אין,יש,יש,אין,אין,--,455.7,187.7,143.4,269.9,428.0,--,1380.0,0.0,0.0,245/30R20,46.0,מקורית + שליטה מההגה,יש,אין,יש,7,אין,USB,אין,אין,אין,4.0,בקרת אקלים,אין,יש,כולל שמירת מרחק,בד,אין,אין,אין,LED,יש,יש,יש,אין,אחורית,אין,יש,אין,אין,כניסה + הנעה,אין,אין,הגה בלבד,אין,אין,יש,יש,יש + Auto Hold,אין,אין,אדפטיביים,אין,"מערכת עזר לזינוק בעליה, מושבי ספורט, ספוילר אחורי",--
56,הונדה,סיוויק_TYPE-R,,2021.0,5.0,5,--,6.0,6942,--,2015.0,קדמית,ידנית,6,טורבו בנזין,4.0,1966.0,319.0,6500.0,40.8,2500.0,5.8,272,--,--,11.7,--,--,--,--,--,14,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,יש,היגוי אקטיבי,אין,אין,אין,אין,יש,יש,אין,אין,--,455.7,187.7,143.4,269.9,428.0,--,1380.0,0.0,0.0,245/30R20,46.0,מקורית + שליטה מההגה,יש,אין,יש,7,אין,USB,אין,אין,אין,4.0,בקרת אקלים,אין,יש,כולל שמירת מרחק,בד,אין,אין,אין,LED,יש,יש,יש,אין,אחורית,אין,יש,אין,אין,כניסה + הנעה,אין,אין,הגה בלבד,אין,אין,יש,יש,יש + Auto Hold,אין,אין,אדפטיביים,אין,"מערכת עזר לזינוק בעליה, מושבי ספורט, ספוילר אחורי",--
57,הונדה,סיוויק_סטיישן,,2015.0,5.0,5,--,4.0,--,--,2013.0,קדמית,אוטומטית - טיפטרוניק,5,בנזין,4.0,1798.0,142.0,6500.0,17.7,4300.0,10.9,205,11.2,19.2,15.4,--,--,--,--,--,6,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,453.5,177.0,148.0,259.5,573.0,1610,1335.0,--,--,205/55R16,50.0,מקורית + שליטה מההגה,אין,אין,אין,--,אין,USB + AUX,--,--,אין,4.0,בקרת אקלים,אין,יש,יש,בד,אין,אין,--,רגילים,אין,אין,אין,אין,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--
58,הונדה,סיוויק_סטיישן,,2017.0,5.0,5,--,3.0,--,--,2013.0,קדמית,אוטומטית - טיפטרוניק,5,בנזין,4.0,1798.0,142.0,6500.0,17.7,4300.0,10.9,205,11.2,19.2,15.4,--,--,--,--,--,6,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,453.5,177.0,148.0,259.5,573.0,1610,1335.0,--,--,205/55R16,50.0,מקורית + שליטה מההגה,אין,אין,אין,--,אין,USB + AUX,--,--,אין,4.0,בקרת אקלים,אין,יש,יש,בד,אין,אין,--,רגילים,אין,אין,אין,אין,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--
59,הונדה,סיוויק_סטיישן,,2014.0,5.0,5,--,4.0,--,--,2013.0,קדמית,אוטומטית - טיפטרוניק,5,בנזין,4.0,1798.0,142.0,6500.0,17.7,4300.0,10.9,205,11.2,19.2,15.4,--,--,--,--,--,4,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,453.5,177.0,148.0,259.5,573.0,1610,1335.0,--,--,205/55R16,50.0,מקורית + שליטה מההגה,אין,אין,אין,--,אין,USB + AUX,--,--,אין,4.0,בקרת אקלים,אין,יש,יש,בד,אין,אין,--,רגילים,אין,אין,אין,אין,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--
60,הונדה,סיוויק_סטיישן,,2016.0,5.0,5,--,3.0,3371,--,2013.0,קדמית,אוטומטית - טיפטרוניק,5,בנזין,4.0,1798.0,142.0,6500.0,17.7,4300.0,10.9,205,11.2,19.2,15.4,--,--,--,--,--,6,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,--,--,--,אין,--,--,--,--,--,--,--,--,--,--,453.5,177.0,148.0,259.5,573.0,1610,1335.0,--,--,205/55R16,50.0,מקורית + שליטה מההגה,אין,אין,אין,--,אין,USB + AUX,--,--,אין,4.0,בקרת אקלים,אין,יש,יש,בד,אין,אין,--,רגילים,אין,אין,אין,אין,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--
61,הונדה,ג'אז,Comfort,2016.0,5.0,5,--,2.0,--,--,2013.0,קדמית,אוטומטית - רציפה,7,בנזין,4.0,1318.0,102.0,6000.0,12.5,5000.0,12.1,182,18.5,22.7,20.8,--,--,--,--,--,2,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,אין,התרעה בלבד,אין,אין,אין,אין,יש,יש,אין,אין,--,399.5,169.4,152.5,253.0,354.0,1314,1066.0,450,750,185/60R15,40.0,מקורית + שליטה מההגה,יש,אין,יש,7,אין,USB,אין,אין,אין,4.0,מזגן רגיל,אין,יש,יש,בד,אין,אין,אין,רגילים,אין,יש,יש,אחוריים,אין,אין,יש,אין,אין,אין,יש,אין,אין,אין,יש,אין,יש,אין,אין,אין,רגילים,אין,--,מצלמת חניה אחורית
62,הונדה,ג'אז,Trend,2017.0,5.0,5,--,2.0,--,--,2013.0,קדמית,אוטומטית - רציפה,7,בנזין,4.0,1318.0,102.0,6000.0,12.5,5000.0,12,182,18.9,24.4,21.7,--,--,--,--,--,3,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,399.5,169.4,152.5,253.0,354.0,1314,1066.0,450,750,185/60R15,40.0,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,אין,אין,אין,4.0,מזגן רגיל,אין,אופציונלי,יש,בד,אין,אין,אין,רגילים,אין,יש,יש,אין,אין,אין,יש,אין,אין,אין,אין,אין,אין,אין,יש,אין,יש,אין,אין,אין,רגילים,אין,--,חיישני חניה אחוריים
63,הונדה,ג'אז,Trend,2019.0,5.0,5,--,2.0,--,--,2013.0,קדמית,אוטומטית - רציפה,7,בנזין,4.0,1318.0,102.0,6000.0,12.5,5000.0,12,182,18.9,24.4,21.7,--,--,--,--,--,3,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית",399.5,169.4,152.5,253.0,354.0,1314,1066.0,450,1000,185/60R15,40.0,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,אין,אין,אין,4.0,מזגן רגיל,אין,אופציונלי,יש,בד,אין,אין,אין,רגילים,אין,יש,יש,אין,אין,אין,יש,אין,אין,אין,אין,אין,אין,אין,יש,אין,יש,אין,אין,אין,רגילים,אין,--,חיישני חניה אחוריים
64,הונדה,ג'אז,Elegance,2016.0,5.0,5,--,2.0,--,--,2013.0,קדמית,אוטומטית - רציפה,7,בנזין,4.0,1318.0,102.0,6000.0,12.5,5000.0,12.3,182,18.1,22.2,20.4,--,--,--,--,--,3,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,אין,התרעה בלבד,אין,אין,אין,אין,יש,יש,אין,אין,--,399.5,169.4,152.5,253.0,354.0,1314,1066.0,450,750,185/55R16,40.0,מקורית + שליטה מההגה,יש,אין,יש,7,אין,USB,אין,אין,אין,4.0,בקרת אקלים,אין,יש,יש,בד,אין,אין,אין,רגילים,יש,יש,יש,אחוריים,אחורית,אין,יש,אין,אין,כניסה + הנעה,יש,אין,יש,אין,יש,אין,יש,אין,אין,אין,רגילים,אין,--,--
65,הונדה,ג'אז,Trend,2019.0,5.0,5,--,1.0,--,--,2013.0,קדמית,ידנית,6,בנזין,4.0,1318.0,102.0,6000.0,12.5,5000.0,11.2,190,16.4,23.3,20.0,--,--,--,--,--,3,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית",399.5,169.4,152.5,253.0,354.0,1314,1066.0,450,1000,185/60R15,40.0,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,אין,אין,אין,4.0,מזגן רגיל,אין,אופציונלי,יש,בד,אין,אין,אין,רגילים,אין,יש,יש,אין,אין,אין,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,יש,אין,אין,אין,רגילים,אין,--,חיישני חניה אחוריים
66,הונדה,ג'אז,Trend,2017.0,5.0,5,--,1.0,--,--,2013.0,קדמית,ידנית,6,בנזין,4.0,1318.0,102.0,6000.0,12.5,5000.0,11.2,190,16.4,23.3,20.0,--,--,--,--,--,3,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,399.5,169.4,152.5,253.0,354.0,1314,1066.0,450,750,185/60R15,40.0,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,אין,אין,אין,4.0,מזגן רגיל,אין,אופציונלי,יש,בד,אין,אין,אין,רגילים,אין,יש,יש,אין,אין,אין,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,יש,אין,אין,אין,רגילים,אין,--,חיישני חניה אחוריים
67,הונדה,ג'אז,Comfort,2020.0,5.0,5,--,2.0,--,--,2013.0,קדמית,אוטומטית - רציפה,7,בנזין,4.0,1318.0,102.0,6000.0,12.5,5000.0,12.1,182,18.5,22.7,20.8,--,--,--,--,--,3,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,אין,התרעה בלבד,אין,אין,אין,אין,יש,יש,אין,אין,--,399.5,169.4,152.5,253.0,354.0,1314,1066.0,450,1000,185/60R15,40.0,מקורית + שליטה מההגה,יש,אין,יש,7,אין,USB,אין,אין,אין,4.0,מזגן רגיל,אין,יש,יש,בד,אין,אין,אין,רגילים,אין,יש,יש,אחוריים,אין,אין,יש,אין,אין,אין,יש,אין,אין,אין,יש,אין,יש,אין,אין,אין,רגילים,אין,--,מצלמת חניה אחורית
68,הונדה,ג'אז,Trend,2015.0,5.0,5,--,1.0,--,--,2013.0,קדמית,ידנית,6,בנזין,4.0,1318.0,102.0,6000.0,12.5,5000.0,11.2,190,16.4,23.3,20.0,--,--,--,--,--,3,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,399.5,169.4,152.5,253.0,354.0,1314,1066.0,450,750,185/60R15,40.0,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,אין,אין,אין,4.0,מזגן רגיל,אין,אופציונלי,יש,בד,אין,אין,אין,רגילים,אין,יש,יש,אין,אין,אין,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,יש,אין,אין,אין,רגילים,אין,--,חיישני חניה אחוריים
69,הונדה,ג'אז,Trend,2018.0,5.0,5,--,2.0,--,--,2013.0,קדמית,אוטומטית - רציפה,7,בנזין,4.0,1318.0,102.0,6000.0,12.5,5000.0,12,182,18.9,24.4,21.7,--,--,--,--,--,3,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית",399.5,169.4,152.5,253.0,354.0,1314,1066.0,450,1000,185/60R15,40.0,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,אין,אין,אין,4.0,מזגן רגיל,אין,אופציונלי,יש,בד,אין,אין,אין,רגילים,אין,יש,יש,אין,אין,אין,יש,אין,אין,אין,אין,אין,אין,אין,יש,אין,יש,אין,אין,אין,רגילים,אין,--,חיישני חניה אחוריים
70,הונדה,ג'אז,Trend,2018.0,5.0,5,--,1.0,--,--,2013.0,קדמית,ידנית,6,בנזין,4.0,1318.0,102.0,6000.0,12.5,5000.0,11.2,190,16.4,23.3,20.0,--,--,--,--,--,3,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית",399.5,169.4,152.5,253.0,354.0,1314,1066.0,450,1000,185/60R15,40.0,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,אין,אין,אין,4.0,מזגן רגיל,אין,אופציונלי,יש,בד,אין,אין,אין,רגילים,אין,יש,יש,אין,אין,אין,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,יש,אין,אין,אין,רגילים,אין,--,חיישני חניה אחוריים
71,הונדה,ג'אז,Elegance,2017.0,5.0,5,--,2.0,--,--,2013.0,קדמית,אוטומטית - רציפה,7,בנזין,4.0,1318.0,102.0,6000.0,12.5,5000.0,12.3,182,18.1,22.2,20.4,--,--,--,--,--,3,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,אין,התרעה בלבד,אין,אין,אין,אין,יש,יש,אין,אין,--,399.5,169.4,152.5,253.0,354.0,1314,1066.0,450,750,185/55R16,40.0,מקורית + שליטה מההגה,יש,אין,יש,7,אין,USB,אין,אין,אין,4.0,בקרת אקלים,אין,יש,יש,בד,אין,אין,אין,רגילים,יש,יש,יש,אחוריים,אחורית,אין,יש,אין,אין,כניסה + הנעה,יש,אין,יש,אין,יש,אין,יש,אין,אין,אין,רגילים,אין,--,--
72,הונדה,ג'אז,Trend,2015.0,5.0,5,--,2.0,--,--,2013.0,קדמית,אוטומטית - רציפה,7,בנזין,4.0,1318.0,102.0,6000.0,12.5,5000.0,12,182,18.9,24.4,21.7,--,--,--,--,--,2,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,399.5,169.4,152.5,253.0,354.0,1314,1066.0,450,750,185/60R15,40.0,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,אין,אין,אין,4.0,מזגן רגיל,אין,אופציונלי,יש,בד,אין,אין,אין,רגילים,אין,יש,יש,אין,אין,אין,יש,אין,אין,אין,אין,אין,אין,אין,יש,אין,יש,אין,אין,אין,רגילים,אין,--,חיישני חניה אחוריים
73,הונדה,ג'אז,Comfort,2019.0,5.0,5,--,2.0,--,--,2013.0,קדמית,אוטומטית - רציפה,7,בנזין,4.0,1318.0,102.0,6000.0,12.5,5000.0,12.1,182,18.5,22.7,20.8,--,--,--,--,--,3,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,אין,התרעה בלבד,אין,אין,אין,אין,יש,יש,אין,אין,--,399.5,169.4,152.5,253.0,354.0,1314,1066.0,450,1000,185/60R15,40.0,מקורית + שליטה מההגה,יש,אין,יש,7,אין,USB,אין,אין,אין,4.0,מזגן רגיל,אין,יש,יש,בד,אין,אין,אין,רגילים,אין,יש,יש,אחוריים,אין,אין,יש,אין,אין,אין,יש,אין,אין,אין,יש,אין,יש,אין,אין,אין,רגילים,אין,--,מצלמת חניה אחורית
74,הונדה,ג'אז,Comfort,2018.0,5.0,5,--,2.0,--,--,2013.0,קדמית,אוטומטית - רציפה,7,בנזין,4.0,1318.0,102.0,6000.0,12.5,5000.0,12.1,182,18.5,22.7,20.8,--,--,--,--,--,3,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,אין,התרעה בלבד,אין,אין,אין,אין,יש,יש,אין,אין,--,399.5,169.4,152.5,253.0,354.0,1314,1066.0,450,1000,185/60R15,40.0,מקורית + שליטה מההגה,יש,אין,יש,7,אין,USB,אין,אין,אין,4.0,מזגן רגיל,אין,יש,יש,בד,אין,אין,אין,רגילים,אין,יש,יש,אחוריים,אין,אין,יש,אין,אין,אין,יש,אין,אין,אין,יש,אין,יש,אין,אין,אין,רגילים,אין,--,מצלמת חניה אחורית
75,הונדה,ג'אז,Trend,2020.0,5.0,5,--,2.0,--,--,2013.0,קדמית,אוטומטית - רציפה,7,בנזין,4.0,1318.0,102.0,6000.0,12.5,5000.0,12,182,18.9,24.4,21.7,--,--,--,--,--,3,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית",399.5,169.4,152.5,253.0,354.0,1314,1066.0,450,1000,185/60R15,40.0,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,אין,אין,אין,4.0,מזגן רגיל,אין,אופציונלי,יש,בד,אין,אין,אין,רגילים,אין,יש,יש,אין,אין,אין,יש,אין,אין,אין,אין,אין,אין,אין,יש,אין,יש,אין,אין,אין,רגילים,אין,--,חיישני חניה אחוריים
76,הונדה,ג'אז,Trend,2020.0,5.0,5,--,1.0,--,--,2013.0,קדמית,ידנית,6,בנזין,4.0,1318.0,102.0,6000.0,12.5,5000.0,11.2,190,16.4,23.3,20.0,--,--,--,--,--,3,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית",399.5,169.4,152.5,253.0,354.0,1314,1066.0,450,1000,185/60R15,40.0,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,אין,אין,אין,4.0,מזגן רגיל,אין,אופציונלי,יש,בד,אין,אין,אין,רגילים,אין,יש,יש,אין,אין,אין,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,יש,אין,אין,אין,רגילים,אין,--,חיישני חניה אחוריים
77,הונדה,ג'אז,Comfort,2015.0,5.0,5,--,2.0,--,--,2013.0,קדמית,אוטומטית - רציפה,7,בנזין,4.0,1318.0,102.0,6000.0,12.5,5000.0,12.1,182,18.5,22.7,20.8,--,--,--,--,--,2,0,ABS + EBD + BAS,6.0,יש,יש,יש,יש,יש,יש,אין,אין,אין,התרעה בלבד,אין,אין,אין,אין,יש,יש,אין,אין,--,399.5,169.4,152.5,253.0,354.0,1314,1066.0,450,750,185/60R15,40.0,מקורית + שליטה מההגה,יש,אין,יש,7,אין,USB,אין,אין,אין,4.0,מזגן רגיל,אין,יש,יש,בד,אין,אין,אין,רגילים,אין,יש,יש,אחוריים,אין,אין,יש,אין,אין,אין,יש,אין,אין,אין,יש,אין,יש,אין,אין,אין,רגילים,אין,--,--
